Locality,Unit,Sample,Type,Composition,Zircon,CA Temp,CA Duration (hrs),Notes,age68,2s_68,638 Rel. Unc (permille),76 Age (Ma),76 Age_unc (Ma),76 Rel. Unc (permille),Age_synth (Ma),Unc_synth (permille),U (ppm),Th/U,Pb* (pg),Pbc (pg),Pb*/Pbc,U (ng),U (pg),Lab,YearÊ,Reference,DOI,StudyID,1000,Unnamed: 30,Unnamed: 31,NormalizedAge
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z7,180,12,,41.89,0.02,0.48,,,,41.89,0.477440917,,0.76,22.32,0.62,36.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.11428571428571138
Adamello,Adamello2,AD5,Plutonic,Tonalite,z5,180,12,,41.89,0.02,0.48,,,,41.89,0.477440917,,0.8,7.05,0.47,15.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.11428571428571138
Adamello,Adamello2,AD5,Plutonic,Tonalite,z9,180,12,,41.91,0.02,0.48,,,,41.91,0.477213076,,1.03,14.88,0.62,24.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.17142857142855691
Adamello,Adamello2,AD5,Plutonic,Tonalite,z2,180,12,,41.93,0.05,1.19,,,,41.93,1.19246363,,0.49,2.63,0.71,3.7,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.22857142857142276
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z6,180,12,,41.94,0.04,0.95,,,,41.94,0.953743443,,0.74,1.89,0.37,5.1,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.2571428571428455
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z8,180,12,,41.95,0.04,0.95,,,,41.95,0.953516091,,0.74,2.14,0.42,5.1,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.28571428571428864
Adamello,Adamello2,AD3,Plutonic,Tonalite,z9,180,12,,41.98,0.03,0.71,,,,41.98,0.714626012,,0.66,5.8,0.95,6.1,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.37142857142855695
Adamello,Adamello2,AD3,Plutonic,Tonalite,z2,180,12,,41.98,0.1,2.38,,,,41.98,2.382086708,,0.67,3.72,2.19,1.7,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.37142857142855695
Adamello,Adamello2,AD5,Plutonic,Tonalite,z10,180,12,,41.99,0.02,0.48,,,,41.99,0.476303882,,0.69,14.56,1.12,13.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4
Adamello,Adamello2,AD5,Plutonic,Tonalite,z3,180,12,,42.0,0.02,0.48,,,,42.0,0.476190476,,0.73,15.58,0.41,38.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4285714285714228
Adamello,Adamello2,AD3,Plutonic,Tonalite,z4,180,12,,42.0,0.03,0.71,,,,42.0,0.714285714,,0.64,21.56,0.49,44.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4285714285714228
Adamello,Adamello2,AD3,Plutonic,Tonalite,z10,180,12,,42.0,0.02,0.48,,,,42.0,0.476190476,,0.75,14.1,0.94,15.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4285714285714228
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z5,180,12,,42.01,0.02,0.48,,,,42.01,0.476077124,,0.68,11.7,1.17,10.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4571428571428455
Adamello,Adamello2,AD5,Plutonic,Tonalite,z8,180,12,,42.01,0.11,2.62,,,,42.01,2.618424185,,0.9,1.41,0.83,1.7,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4571428571428455
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z1,180,12,,42.01,0.03,0.71,,,,42.01,0.714115687,,0.69,16.51,2.58,6.4,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4571428571428455
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z4,180,12,,42.02,0.05,1.19,,,,42.02,1.189909567,,0.74,5.18,1.44,3.6,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.4857142857142886
Adamello,Adamello2,AD3,Plutonic,Tonalite,z7,180,12,,42.05,0.02,0.48,,,,42.05,0.475624257,,0.75,10.36,0.74,14.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.571428571428557
Adamello,Adamello2,AD3,Plutonic,Tonalite,z5,180,12,,42.05,0.04,0.95,,,,42.05,0.951248514,,0.83,6.06,1.01,6.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.571428571428557
Adamello,Adamello2,AD3,Plutonic,Tonalite,z8,180,12,,42.06,0.05,1.19,,,,42.06,1.188777936,,0.74,4.75,0.99,4.8,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.6
Adamello,Adamello2,RdC3,Plutonic,Tonalite,z2,180,12,,42.07,0.1,2.38,,,,42.07,2.37699073,,0.97,3.9,2.05,1.9,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.6285714285714228
Adamello,Adamello2,AD3,Plutonic,Tonalite,z11,180,12,,42.08,0.03,0.71,,,,42.08,0.712927757,,0.65,14.24,0.89,16.0,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.6571428571428456
Adamello,Adamello2,AD3,Plutonic,Tonalite,z6,180,12,,42.09,0.05,1.19,,,,42.09,1.187930625,,0.81,3.22,0.67,4.8,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.6857142857142886
Adamello,Adamello2,AD5,Plutonic,Tonalite,z7,180,12,,42.11,0.11,2.61,,,,42.11,2.612206127,,0.78,1.84,1.02,1.8,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.7428571428571341
Adamello,Adamello2,AD5,Plutonic,Tonalite,z6,180,12,,42.18,0.15,3.56,,,,42.18,3.556187767,,0.55,2.54,2.31,1.1,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,0.9428571428571342
Adamello,Adamello2,AD3,Plutonic,Tonalite,z1,180,12,,42.2,0.07,1.66,,,,42.2,1.658767773,,1.01,3.65,1.14,3.2,,,UG,2012,Schoene et al. (2012),https://doi.org/10.1016/j.epsl.2012.08.019,24.0, ,,,1.0
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z9a,185,12,,30.767,0.023,0.75,,,,30.767,0.747554198,,0.22,6.25,0.43,14.44,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.0
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z10c,185,12,,30.847,0.024,0.78,,,,30.847,0.77803352,,0.24,21.06,1.65,12.8,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.15748031496063383
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z4,185,12,,30.851,0.023,0.75,,,,30.851,0.745518784,,0.23,18.75,1.8,10.44,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.16535433070866098
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z6,185,12,,30.856,0.009,0.29,,,,30.856,0.29167747,,0.3,68.14,2.19,31.16,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.1751968503937054
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z10a,185,12,,30.887,0.029,0.94,,,,30.887,0.938906336,,0.25,7.19,0.46,15.57,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.23622047244094724
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z8c,185,12,,30.924,0.021,0.68,,,,30.924,0.679084206,,0.26,4.94,0.26,18.99,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.30905511811023684
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z7,185,12,,30.924,0.008,0.26,,,,30.924,0.258698745,,0.29,40.95,0.59,69.44,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.30905511811023684
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z1,185,12,,30.938,0.01,0.32,,,,30.938,0.323227099,,0.23,44.03,0.51,86.37,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.3366141732283458
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z8b,185,12,,30.976,0.035,1.13,,,,30.976,1.129907025,,0.28,4.8,0.78,6.16,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.41141732283464566
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z8d,185,12,,30.986,0.046,1.48,,,,30.986,1.484541406,,0.3,2.6,0.54,4.84,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.43110236220472753
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z9c,185,12,,31.02,0.017,0.55,,,,31.02,0.548033527,,0.36,15.09,1.12,13.45,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.49803149606299324
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z10b,185,12,,31.025,0.024,0.77,,,,31.025,0.773569702,,0.32,8.25,0.32,26.16,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.5078740157480306
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z2a,185,12,,31.034,0.01,0.32,,,,31.034,0.322227235,,0.21,73.48,0.61,120.04,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.5255905511811022
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z8a,185,12,,31.05,0.033,1.06,,,,31.05,1.062801932,,0.23,5.73,0.59,9.75,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.5570866141732318
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z3,185,12,,31.065,0.01,0.32,,,,31.065,0.321905682,,0.24,22.4,0.5,44.65,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.5866141732283511
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z11a,185,12,,31.069,0.017,0.55,,,,31.069,0.547169204,,0.2,30.08,0.36,83.05,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.5944881889763782
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z11b,185,12,,31.14,0.021,0.67,,,,31.14,0.674373796,,0.24,30.32,0.35,86.69,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.7342519685039405
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z8e,185,12,,31.154,0.051,1.64,,,,31.154,1.637028953,,0.28,2.4,0.62,3.85,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.7618110236220494
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z9b,185,12,,31.193,0.02,0.64,,,,31.193,0.641169493,,0.35,6.86,0.38,18.05,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.8385826771653596
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z2b,185,12,,31.244,0.011,0.35,,,,31.244,0.352067597,,0.26,82.06,0.77,107.24,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,0.9389763779527581
Bergell,BagnidiMasinoGranitoid,BR10-05,Plutonic,Hybridized granitoid,z2c,185,12,,31.275,0.02,0.64,,,,31.275,0.639488409,,0.29,98.91,2.92,33.9,,,BSU/PU,2015,Samperton et al. (2015),https://doi.org/10.1016/j.chemgeo.2015.10.024,20.0, ,,,1.0
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z65,190,12,,34.911,0.1,2.86,,,,34.911,2.864426685,,0.53,1.24,0.15,8.35,0.22,218.7,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.0
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z18,190,12,,35.077,0.04,1.14,,,,35.077,1.140348376,,0.55,4.68,0.21,21.8,0.82,815.43,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.11874105865521979
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z11,190,12,,35.113,0.094,2.68,,,,35.113,2.67707117,,0.54,2.36,0.31,7.59,0.41,411.77,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.14449213161659424
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z56,190,12,,35.13,0.044,1.25,,,,35.13,1.252490749,,0.67,5.26,0.24,22.01,0.89,888.52,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.15665236051502274
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z07,190,12,,35.167,0.059,1.68,,,,35.167,1.677709216,,0.49,3.86,0.3,12.91,0.68,681.67,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.1831187410586559
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z47,190,12,,35.276,0.068,1.93,,,,35.276,1.927656197,,0.6,2.86,0.26,11.02,0.49,489.71,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.2610872675250379
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z09,190,12,,35.297,0.066,1.87,,,,35.297,1.869847296,,0.73,2.96,0.23,12.7,0.49,488.82,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.27610872675250125
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z03,190,12,,35.339,0.083,2.35,,,,35.339,2.348679929,,0.6,1.82,0.16,11.3,0.31,310.44,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.3061516452074381
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z17,190,12,,35.347,0.032,0.91,,,,35.347,0.90531021,,0.47,7.22,0.23,30.83,1.28,1277.88,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.311874105865523
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z25,190,12,,35.715,0.095,2.66,,,,35.715,2.659946801,,0.9,1.11,0.12,8.89,0.17,173.38,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.5751072961373421
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z55,190,12,,35.947,0.172,4.78,,,,35.947,4.784822099,,0.65,1.16,0.27,4.28,0.19,192.95,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.7410586552217484
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z24,190,12,,36.064,0.05,1.39,,,,36.064,1.386424135,,0.49,21.88,0.55,39.5,3.77,3773.32,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.8247496423462102
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z08,190,12,,36.102,0.032,0.89,,,,36.102,0.886377486,,0.59,9.91,0.29,34.52,1.66,1662.28,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.851931330472102
Chuquicamata,Banco 05,CQ2205,Porphyry,Granodiorite,CQ2205_z23,190,12,,36.309,0.028,0.77,,,,36.309,0.771158666,,0.44,11.12,0.21,53.03,1.93,1929.71,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,1.0
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_A_z118,190,12,,33.249,0.05,1.5,,,,33.249,1.503804626,,0.59,2.01,0.12,16.11,0.37,366.26,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.0
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z69,190,12,,33.336,0.427,12.81,,,,33.336,12.80897528,,0.44,0.25,0.17,1.53,0.05,48.01,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.09841628959275583
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z89,190,12,,33.354,0.183,5.49,,,,33.354,5.486598309,,0.54,1.24,0.34,3.6,0.23,227.67,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.11877828054298284
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z58,190,12,,33.389,0.075,2.25,,,,33.389,2.246248765,,0.51,7.57,0.84,9.04,1.4,1403.83,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.15837104072398248
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z60,190,12,,33.415,0.632,18.91,,,,33.415,18.91366153,,0.3,1.0,1.04,0.96,0.2,196.34,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.1877828054298606
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z68,190,12,,33.436,0.057,1.7,,,,33.436,1.704749372,,0.53,2.0,0.15,12.97,0.37,368.35,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.21153846153845876
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z100,190,12,,33.444,0.024,0.72,,,,33.444,0.71761751,,0.56,7.39,0.08,91.24,1.35,1348.64,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.2205882352941179
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z38,190,12,,33.452,0.326,9.75,,,,33.452,9.745306708,,0.7,0.3,0.14,2.16,0.05,52.62,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.22963800904976897
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z60,190,12,,33.476,0.082,2.45,,,,33.476,2.449516071,,0.45,1.29,0.16,8.3,0.24,242.38,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.25678733031673834
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z50,190,12,,33.505,0.133,3.97,,,,33.505,3.969556783,,0.63,0.96,0.18,5.22,0.17,171.94,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.2895927601809956
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z92,190,12,,33.51,0.417,12.44,,,,33.51,12.44404655,,0.32,1.17,0.79,1.48,0.23,227.68,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.29524886877827555
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z78,190,12,,33.511,0.082,2.45,,,,33.511,2.446957715,,0.53,2.03,0.24,8.34,0.37,373.15,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.29638009049773795
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z78b,190,12,,33.518,0.164,4.89,,,,33.518,4.892893371,,0.47,1.84,0.45,4.07,0.34,342.71,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.3042986425339347
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z98,190,12,,33.524,0.023,0.69,,,,33.524,0.686075647,,0.43,10.61,0.09,122.32,2.0,2000.75,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.311085972850677
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z48,190,12,,33.524,0.218,6.5,,,,33.524,6.502803961,,0.84,0.85,0.24,3.58,0.14,144.53,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.311085972850677
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z24,190,12,,33.536,0.044,1.31,,,,33.536,1.312022901,,0.53,2.33,0.14,16.32,0.43,427.16,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.3246606334841617
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_A_z42,190,12,,33.591,0.033,0.98,,,,33.591,0.982406002,,0.45,3.82,0.13,30.27,0.72,715.93,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.3868778280542971
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z79,190,12,,33.594,0.041,1.22,,,,33.594,1.220456034,,0.48,3.0,0.14,21.81,0.56,558.13,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.39027149321266824
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_z59,190,12,,33.619,0.026,0.77,,,,33.619,0.7733722,,0.51,8.59,0.18,47.34,1.58,1583.69,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.418552036199092
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_A_z14,190,12,,33.664,0.043,1.28,,,,33.664,1.277328897,,0.49,1.99,0.1,20.64,0.37,367.83,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.46945701357465947
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_A_z56,190,12,,33.683,0.031,0.92,,,,33.683,0.920345575,,0.77,4.25,0.11,37.06,0.73,730.07,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.49095022624434087
Chuquicamata,Banco0708,CQ2007,Porphyry,Granodiorite,CQ2007_z39,190,12,,33.702,0.414,12.28,,,,33.702,12.28413744,,0.57,1.29,0.8,1.61,0.23,232.77,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.5124434389140222
Chuquicamata,Banco0708,CQ2008,Porphyry,Granodiorite,CQ2008_L_z01,190,12,,33.708,0.024,0.71,,,,33.708,0.711997152,,0.52,13.27,0.14,96.91,2.43,2432.88,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.5192307692307646
